id,Is Action,Is Adventure,Is Animation,Is Comedy,Is Crime,Is Documentary,Is Drama,Is Family,Is Fantasy,Is Foreign,Is History,Is Horror,Is Music,Is Mystery,Is Romance,Is Science Fiction,Is TV Movie,Is Thriller,Is War,Is Western,adult,overview,release_date,release_month,release_quarter,release_year,runtime,tagline,title,Is Christmas Movie,keywords
1585,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"George Bailey has spent his entire life giving of himself to the people of Bedford Falls. He has always longed to travel but never had the opportunity in order to prevent rich skinflint Mr. Potter from taking over the entire town. All that prevents him from doing so is George's modest building and loan company, which was founded by his generous father. But on Christmas Eve, George's Uncle Billy loses the business's $8,000 while intending to deposit it in the bank. Potter finds the misplaced money, hides it from Billy, and George's troubles begin.",1946-12-20,12.0,4.0,1946.0,130.0,It's a wonderful laugh! It's a wonderful love!,It's a Wonderful Life,1,"holiday,angel,based on novel,bank,suicide attempt,small town,christmas tree,great depression,christmas eve,feel-good ending,guardian angel,christmas,"
43461,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Belfast police conduct a door-to-door manhunt for an IRA gunman (James Mason) wounded in a daring robbery.,1947-01-30,1.0,1.0,1947.0,116.0,This is it!  the most exciting motion picture ever made!,Odd Man Out,0,"ira,brit noir,film noir,"
11881,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"Kris Kringle, seemingly the embodiment of Santa Claus, is asked to portray the jolly old fellow at Macy's following his performance in the Thanksgiving Day parade. His portrayal is so complete many begin to question if he truly is Santa Claus while others question his sanity.",1947-05-02,5.0,2.0,1947.0,96.0,Capture the spirit of Christmas with this timeless classic!,Miracle on 34th Street,1,"holiday,santa claus,department store,fantasy,thanksgiving,court,comedy,lawyer,psychologist,parade,commercialism,christmas,"
36335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,"When a man discovers his wife is having an affair, he commits the perfect crime.",1947-06-23,6.0,2.0,1947.0,90.0,0,Dear Murderer,0,"perfect crime,murderer,brit noir,"
19490,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,"An Episcopal Bishop, Henry Brougham, has been working for months on the plans for an elaborate new cathedral which he hopes will be paid for primarily by a wealthy, stubborn widow. He is losing sight of his family and of why he became a churchman in the first place. Enter Dudley, an angel sent to help him. Dudley does help everyone he meets, but not necessarily in the way they would have preferred. With the exception of Henry, everyone loves him, but Henry begins to believe that Dudley is there to replace him, both at work and in his family's affections, as Christmas approaches.",1947-12-09,12.0,4.0,1947.0,109.0,Have you heard about Cary and the bishop's wife?,The Bishop's Wife,1,"holiday,bishop,christmas time,"
37484,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,A wealthy man hires a detective to investigate his wife's mysterious past.,1948-01-15,1.0,1.0,1948.0,93.0,Scandalous secrets only murder can silence!,I Love Trouble,0,"robbery,murder,classic noir,private detective,"
52278,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,"Circa 1861, Angelina, ruling countess of an Italian principality, is at a loss when invaded by a Hungarian army. Her lookalike ancestress Francesca, who saved a similar situation 300 years before, comes to life from a portrait to help her descendant. Complicating factor: the newlywed countess feels strangely drawn to the handsome invader...",1948-08-24,8.0,3.0,1948.0,89.0,"GAY, MUSICAL COMEDY...SPARKLING WITH SPICY SITUATIONS!",That Lady in Ermine,0,"musical,hungarian,newlywed,"
23861,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,High-ranking officers struggle with the decision to prioritize bombing German factories producing new jet fighters over the extremely high casualties the mission will cost.,1948-12-23,12.0,4.0,1948.0,112.0,"Heroes, cowards, fighters, braggarts, liars... and what goes on in their hearts!",Command Decision,0,"world war ii,fighter pilot,air force,"
32558,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,A mysterious girl inspires a struggling artist.,1948-12-25,12.0,4.0,1948.0,86.0,The screen's most romantic team!,Portrait of Jennie,0,"artist,portrait painting,"
43441,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,"Anabel Sims is determined to find the perfect husband. She thinks she's found her man in Madison Brown, a handsome pediatrician. She then prepares an elaborate scheme to trap him into marriage",1948-12-25,12.0,4.0,1948.0,85.0,"""Every Girl Should be Married"" says Cary Grant, Noted Bachelor Baby Doctor, so she took his advice and married HIM!",Every Girl Should Be Married,0,"stalker,unrequited love,scam,wife and husband lead actors,"
31516,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,"Three sailors - Gabey, Chip and Ozzie - let loose on a 24-hour pass in New York and the Big Apple will never be the same! Gabey falls head over heels for ""Miss Turnstiles of the Month"" (he thinks she's a high society deb when she's really a 'cooch dancer at Coney Island); innocent Chip gets highjacked (literally) by a lady cab driver; and Ozzie becomes the object of interest of a gorgeous anthropologist who thinks he's the perfect example of a ""prehistoric man"". Wonderful music and terrific shots of New York at its best.",1949-12-08,12.0,4.0,1949.0,98.0,They Paint The Town With Joy!,On the Town,0,"musical,u.s. navy,turnstile,"
24863,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,"Just before Christmas, department store clerk Steve Mason meets big spending customer Connie Ennis, really a commercial spy. He unmasks her but lets her go, which gets him fired. They end up on a date, which doesn't sit well with Connie's steady suitor, Carl, but delights her son Timmy, who doesn't want Carl for a step-dad. Standard (if sweet) romantic complications follow.",1949-12-24,12.0,4.0,1949.0,87.0,IT HAPPENED IN DECEMBER...BUT IT'S HOTTER THAN JULY!,Holiday Affair,1,"department store,single mother,christmas,widowed mother,"
28304,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,"A New Mexico cattle man and his strong-willed daughter clash over the man's choice for a new bride. Things get worse when the elder man has his daughter's lover hanged. With the help of an old flame, a gambler, the daughter puts into motion a plan to drive her father from his estate.",1950-08-16,8.0,3.0,1950.0,109.0,0,The Furies,0,"new mexico,patriarch,squatter,step mother,cattle,hanging,bankruptcy,"
118236,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,"Visiting in England, famed American surgeon Doctor John Marlowe is decoyed to a middle European country, and discovers the operation he is to perform is on the Vosnian dictator. When the latter dies, he is replaced by a look-alike, but Marlowe is the object of a shoot-to-kill, vicious pursuit by the secret police of Vosnia since it is vital to Vosnia that the dictator's death does not become known. Fleeing, he seeks help from an English-speaking actress, Lisa Robinson, and the two are harried across the countryside before being captured.",1950-09-11,9.0,3.0,1950.0,104.0,0,The Great Manhunt,0,"dictator,operation,"
27543,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,A family man -desperate for a job- latches onto a friend that encourages him into being a criminal.,1950-12-12,12.0,4.0,1950.0,85.0,0,The Sound of Fury,0,"newspaper,film noir,"
39409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,"The wicked Alain plots an elaborate revenge against his younger brother Edmund, leading to a deadly confrontation in his dungeon deathtrap.",1951-06-21,6.0,2.0,1951.0,81.0,Robert Louis Stevenson's masterpiece of Terror !,The Strange Door,0,"dungeon,"
13188,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"Ebeneezer Scrooge (Alastair Sim) contentedly meanders through his life as a cruel miser until one fateful Christmas Eve when he is visited by three ghosts. The spirits show him how his behavior over the years has made him a lonely, bitter old man, and how his heart has grown colder. Using events from Scrooge's idealistic past, dreary present and dismal future, the apparitions try their best to melt his steely soul. Tightfisted Ebeneezer Scrooge learns the error of his ways through the intervention of the ghost of his former partner and of the three spirits and, just in time for the holidays, manages to make everyone's lives a little brighter, his included!",1951-10-31,10.0,4.0,1951.0,86.0,The Holiday Picture of All Time! Charles Dickens' Joyous Classic!,Scrooge,1,"based on novel,greed,victorian england,redemption,scrooge,miser,"
18698,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"Abbott and Costello's version of the famous fairy tale, about a young boy who trades the family cow for magic beans.",1952-01-01,1.0,1.0,1952.0,70.0,Be happy go wacky!,Jack and the Beanstalk,0,"problem child,falling from height,black and white to color,based on fairy tale,log,"
65787,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"Jane Froman (Susan Hayward), an aspiring songstress, lands a job in radio with help from pianist Don Ross (David Wayne), whom she later marries. Jane's popularity soars, and she leaves on a European tour... but her plane crashes in Lisbon, and she is partially crippled. Unable to walk without crutches, Jane nevertheless goes on to entertain the Allied troops in World War II.",1952-04-03,4.0,2.0,1952.0,117.0,0,With a Song in My Heart,0,"musical,"
172908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,"When a saboteur places an explosive device on a train full of sea mines, the authorities call for bomb expert Peter Lyncort to diffuse the situation, unaware that he has explosive problems of his own.",1953-02-05,2.0,1.0,1953.0,72.0,Can they... will they... stop that TERROR ON A TRAIN,Time Bomb,0,"bomb,train,detonate,uxb,"
40165,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"In the reign of emperor Tiberius, Gallilean prophet John the Baptist preaches against King Herod and Queen Herodias. The latter wants John dead, but Herod fears to harm him due to a prophecy. Enter beautiful Princess Salome, Herod's long-absent stepdaughter. Herodias sees the king's dawning lust for Salome as her means of bending the king to her will. But Salome and her lover Claudius are (contrary to Scripture) nearing conversion to the new religion. And the famous climactic dance turns out to have unexpected implications...",1953-03-24,3.0,1.0,1953.0,103.0,The Glory And Excitement Of Rome...In All Its Greatness and Badness!,Salome,0,"roman empire,"
35073,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,"The Beast from 20,000 Fathoms is a 1953 science fiction film directed by Eugène Lourié and stars Paul Christian, Paula Raymond and Cecil Kellaway with visual effects by Ray Harryhausen. The film is about an atomic bomb test in the Arctic Circle that unfreezes a hibernating fictional dinosaur, a Rhedosaurus, that begins to wreak havoc in New York City.",1953-06-13,6.0,2.0,1953.0,80.0,It's alive !,"The Beast from 20,000 Fathoms",0,"monster,atomic bomb,lighthouse,arctic,rampage,stop motion,b movie,giant monster,dinosaur,new york city,sea monster,amusement park,roller coaster,beast,rhedosaurus,"
43192,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,"By the early 1900s, the extraordinary Houdini earned an international reputation for his theatrical tricks and daring feats of extrication from shackles, ropes, handcuffs, and Scotland Yard's jails... The film depicts Houdini's memorable escape from any pair of handcuffs produced by the audience; the outdoor exhibition, when he allows himself to be hanged upside down from his ankles, suspended from the roof of a high building, in a strait jacket; and, the dramatic act, when he accepts to be shackled with irons and placed in a box that is locked, roped, and submerged in frozen waters...",1953-07-02,7.0,3.0,1953.0,106.0,0,Houdini,0,"drowning,magic,magic show,tricks,biography,suspense,escape,houdini,"
29376,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,A pretentiously artistic director is hired for a new Broadway musical and changes it beyond recognition.,1953-08-07,8.0,3.0,1953.0,112.0,Get Aboard!,The Band Wagon,0,"top hat,choreographer,ballerina,"
133119,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,"Jenny Stewart is a tough Broadway musical star who doesn't take criticism from anyone. Yet there is one individual, Tye Graham, a blind pianist who may be able to break through her tough exterior.",1953-10-01,10.0,4.0,1953.0,90.0,Tough Baby - a wonderful love story with the star of,Torch Song,0,"diva,female protagonist,broadway star,"
188392,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"Olive is reading ghost stories to the boys. Popeye scoffs; Bluto decides to take advantage of this by staging various pranks (a headless man, an animated skeleton, and a sheet-over-balloon ghost). He pins the blame on Popeye and then goes to comfort Olive. Popeye retaliates by turning invisible, thanks to a jar of vanishing cream.",1954-08-27,8.0,3.0,1954.0,6.0,0,Fright to the Finish,0,"halloween,short,"
2748,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,This deceptively simple tale of a bored English couple (George Sanders and Ingrid Bergman) travelling to Italy to find a buyer for a house inherited from an uncle is transformed by Roberto Rossellini into a passionate story of cruelty and cynicism as their marriage disintegrates around them.,1954-09-07,9.0,3.0,1954.0,85.0,0,Journey to Italy,0,"italy,prostitute,travel,relationship,divorce,"
113843,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"Needing to fill the position of general manager of his company, and believing that an executive's wife is crucial to her husband's success, auto industry mogul Gifford brings three couples to New York to size up: Jerry and Carol: he hard-driven and self-reliant, she willing to use her beauty to further her husband's career; Sid and Elizabeth, he ulcer-ridden and torn between achieving success and restoring their troubled marriage, she positive that his job will kill him, but gamely agreeing to play the good wife for the duration; and down-to-earth Bill, whose good-natured Katie fears that his promotion would spell the end of their idyllic familiy existence.",1954-09-30,9.0,3.0,1954.0,94.0,The Worldy Story of Three Deadly Females and the Men in Their Lives!,Woman's World,0,"troubled marriage,"
13368,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,Two talented song-and-dance men team up after the war to become one of the hottest acts in show business.,1954-10-13,10.0,4.0,1954.0,120.0,"Joyous entertainment for every season, any year!!!!",White Christmas,1,"show business,sister sister relationship,stage show,song and dance,christmas,sister act,"
